pair,kind,named_dichotomy,carrier,input_type,target,metric,layer,value,corroboration_only,unit_of_analysis,reporting_order,statement,note
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,cosine_MA,23,0.641498,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 23, cosine_MA(coin) = 0.6415 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,cosine_MB,23,0.6838,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 23, cosine_MB(coin) = 0.6838 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,cosine_M_frameterm,23,1.000001,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 23, cosine_M_frameterm(coin) = 1.0000 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,pole_pair,heads|tails,cosine_AB,24,0.918069,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_AB(heads|tails) = 0.9181 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,cosine_A_frameterm,24,0.637714,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_A_frameterm(coin) = 0.6377 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,cosine_B_frameterm,24,0.676199,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_B_frameterm(coin) = 0.6762 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,edge,midpoint_t,24,0.614457,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, midpoint_t(edge) = 0.6145 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,edge,remainder_ratio,24,2.210021,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, remainder_ratio(edge) = 2.2100 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,edge,cosine_MA,24,0.576392,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MA(edge) = 0.5764 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,edge,cosine_MB,24,0.597319,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MB(edge) = 0.5973 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,edge,cosine_M_frameterm,24,0.5498,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_M_frameterm(edge) = 0.5498 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,side,midpoint_t,24,0.583068,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, midpoint_t(side) = 0.5831 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,side,remainder_ratio,24,2.172025,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, remainder_ratio(side) = 2.1720 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,side,cosine_MA,24,0.586402,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MA(side) = 0.5864 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,side,cosine_MB,24,0.602538,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MB(side) = 0.6025 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,side,cosine_M_frameterm,24,0.521864,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_M_frameterm(side) = 0.5219 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,rim,midpoint_t,24,0.658591,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, midpoint_t(rim) = 0.6586 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,rim,remainder_ratio,24,2.274444,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, remainder_ratio(rim) = 2.2744 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,rim,cosine_MA,24,0.548719,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MA(rim) = 0.5487 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,rim,cosine_MB,24,0.576881,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MB(rim) = 0.5769 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,rim,cosine_M_frameterm,24,0.542015,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_M_frameterm(rim) = 0.5420 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,face,midpoint_t,24,0.531863,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, midpoint_t(face) = 0.5319 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,face,remainder_ratio,24,1.901904,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, remainder_ratio(face) = 1.9019 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,face,cosine_MA,24,0.677522,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MA(face) = 0.6775 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,face,cosine_MB,24,0.684876,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MB(face) = 0.6849 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,face,cosine_M_frameterm,24,0.559744,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_M_frameterm(face) = 0.5597 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,logical,both,midpoint_t,24,0.672404,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, midpoint_t(both) = 0.6724 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,logical,both,remainder_ratio,24,1.771297,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, remainder_ratio(both) = 1.7713 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,logical,both,cosine_MA,24,0.695519,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MA(both) = 0.6955 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,logical,both,cosine_MB,24,0.726799,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MB(both) = 0.7268 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,logical,both,cosine_M_frameterm,24,0.645564,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_M_frameterm(both) = 0.6456 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,logical,neither,midpoint_t,24,0.666209,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, midpoint_t(neither) = 0.6662 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,logical,neither,remainder_ratio,24,1.780385,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, remainder_ratio(neither) = 1.7804 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,logical,neither,cosine_MA,24,0.691611,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MA(neither) = 0.6916 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,logical,neither,cosine_MB,24,0.722107,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MB(neither) = 0.7221 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,logical,neither,cosine_M_frameterm,24,0.648284,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_M_frameterm(neither) = 0.6483 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,control,table,midpoint_t,24,0.70643,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, midpoint_t(table) = 0.7064 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,control,table,remainder_ratio,24,2.139856,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, remainder_ratio(table) = 2.1399 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,control,table,cosine_MA,24,0.607217,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MA(table) = 0.6072 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,control,table,cosine_MB,24,0.641271,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MB(table) = 0.6413 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,control,table,cosine_M_frameterm,24,0.579394,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_M_frameterm(table) = 0.5794 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,control,reason,midpoint_t,24,0.619399,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, midpoint_t(reason) = 0.6194 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,control,reason,remainder_ratio,24,2.274905,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, remainder_ratio(reason) = 2.2749 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,control,reason,cosine_MA,24,0.532054,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MA(reason) = 0.5321 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,control,reason,cosine_MB,24,0.555215,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MB(reason) = 0.5552 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,control,reason,cosine_M_frameterm,24,0.507301,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_M_frameterm(reason) = 0.5073 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,midpoint_t,24,0.734657,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, midpoint_t(coin) = 0.7347 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,remainder_ratio,24,2.02771,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, remainder_ratio(coin) = 2.0277 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,cosine_MA,24,0.637714,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MA(coin) = 0.6377 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,cosine_MB,24,0.676199,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_MB(coin) = 0.6762 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,cosine_M_frameterm,24,1.000001,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 24, cosine_M_frameterm(coin) = 1.0000 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,pole_pair,heads|tails,cosine_AB,25,0.918032,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 25, cosine_AB(heads|tails) = 0.9180 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,cosine_A_frameterm,25,0.595266,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 25, cosine_A_frameterm(coin) = 0.5953 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,frame_term,coin,cosine_B_frameterm,25,0.617685,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 25, cosine_B_frameterm(coin) = 0.6177 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,edge,midpoint_t,25,0.667183,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 25, midpoint_t(edge) = 0.6672 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,edge,remainder_ratio,25,2.309875,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 25, remainder_ratio(edge) = 2.3099 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,edge,cosine_MA,25,0.595988,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 25, cosine_MA(edge) = 0.5960 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,edge,cosine_MB,25,0.600378,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 25, cosine_MB(edge) = 0.6004 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,edge,cosine_M_frameterm,25,0.562125,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 25, cosine_M_frameterm(edge) = 0.5621 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
coin_heads_tails,true_dichotomy,heads / tails,natural_usage,candidate_middle,side,midpoint_t,25,0.651789,True,Tokenization fixes the position; the unit of analysis is the residual representation carried at that position; it is read across layers 0 to output. The token is not the unit.,The corpus named the dichotomy; the model processed that naming; the measurement recorded the processing; a human interprets the record.,"The corpus named the dichotomy heads / tails; the model processed that naming; the measurement recorded, at layer 25, midpoint_t(side) = 0.6518 under carrier 'natural_usage' (corroboration only); a human interprets the record.",
